Cantico,Canto,Terzetto,Original,Translation
Inferno,15,34,"I’ dissi lui: “Quanto posso, ven preco; e se volete che con voi m’asseggia, faròl, se piace a costui che vo seco”.","Io gli dissi: «Per quel che posso, vi prego di accompagnarmi; e, se volete che io mi fermi con voi, lo farò, se lo permette costui, che sto seguendo»."
Inferno,15,37,"“O figliuol”, disse, “qual di questa greggia s’arresta punto, giace poi cent’anni sanz’arrostarsi quando ‘l foco il feggia.","«O figlio» disse, «chiunque di questa schiera si arresta un momento, giace poi [per terra] cent’anni senza potersi riparare [con le mani dalle fiamme], quando il fuoco lo ferisce."
Inferno,15,40,"Però va oltre: i’ ti verrò a’ panni; e poi rigiugnerò la mia masnada, che va piangendo i suoi etterni danni”.","Perciò continua a camminare: io ti seguirò a lato e poi raggiungerò la mia compagnia, che va piangendo le sue pene eterne.»"
Inferno,15,43,I’ non osava scender de la strada per andar par di lui; ma ‘l capo chino tenea com’uom che reverente vada.,"Io non osavo scendere dalla strada per andare al suo fianco, ma tenevo il capo chino come uno che cammini con un comportamento riverente."
Inferno,15,46,El cominciò: “Qual fortuna o destino anzi l’ultimo dì qua giù ti mena? e chi è questi che mostra ‘l cammino?”.,"Egli cominciò: «Quale fortuna o quale destino ti conduce quaggiù prima della morte? E chi è costui, che ti mostra il cammino?»."
Inferno,15,49,"“Là sù di sopra, in la vita serena”, rispuos’io lui, “mi smarri’ in una valle, avanti che l’età mia fosse piena.","«Lassù nella vita serena» gli risposi, «mi smarrii in una valle prima di aver raggiunto la metà della mia vita."
Inferno,15,52,"Pur ier mattina le volsi le spalle: questi m’apparve, tornand’io in quella, e reducemi a ca per questo calle”.","Soltanto ieri mattina le volsi le spalle. Mi apparve costui, mentre stavo ritornando in essa, e mi riconduce a casa per questa via.»"
Inferno,15,55,"Ed elli a me: “Se tu segui tua stella, non puoi fallire a glorioso porto, se ben m’accorsi ne la vita bella;","Ed egli a me: «Se tu segui la tua stella, non puoi mancar di ottenere fama e gloria, se ho visto bene quando ero nella vita bella."
Inferno,15,58,"e s’io non fossi sì per tempo morto, veggendo il cielo a te così benigno, dato t’avrei a l’opera conforto.","E, se io non fossi morto così presto, vedendo il cielo così benigno nei tuoi riguardi, avrei sostenuto la tua opera [di moralista e di cittadino]."
Inferno,15,61,"Ma quello ingrato popolo maligno che discese di Fiesole ab antico, e tiene ancor del monte e del macigno,","Ma quel popolo ingrato e malvagio, che anticamente discese da Fiesole e che è ancor ruvido e duro come il monte e la roccia,"
Inferno,15,64,"ti si farà, per tuo ben far, nimico: ed è ragion, ché tra li lazzi sorbi si disconvien fruttare al dolce fico.","ti diventerà nemico perché ti comporti bene. Ciò è comprensibile, perché non può succedere che tra gli aspri sorbi dia frutti il dolce fico."
Inferno,15,67,"Vecchia fama nel mondo li chiama orbi; gent’è avara, invidiosa e superba: dai lor costumi fa che tu ti forbi.","Un vecchio proverbio sulla terra li chiama ciechi: è gente avara, invidiosa e superba. Tiènti pulito dai loro costumi!"
Inferno,15,70,"La tua fortuna tanto onor ti serba, che l’una parte e l’altra avranno fame di te; ma lungi fia dal becco l’erba.","La tua fortuna ti riserva tanto onore, che ambedue le fazioni vorranno farti a pezzi, ma l’erba sarà lontana dal bécco !"
Inferno,15,73,"Faccian le bestie fiesolane strame di lor medesme, e non tocchin la pianta, s’alcuna surge ancora in lor letame,","Le bestie venute da Fiesole si sbranino pure fra loro, ma non tocchino la pianta sana, se nel loro letame ne cresce ancora qualcuna,"
Inferno,15,76,in cui riviva la sementa santa di que’ Roman che vi rimaser quando fu fatto il nido di malizia tanta”.,"nella quale riviva la santa discendenza di quei Romani che vi rimasero, quando fu fondato quel nido pieno di malizia»."
Inferno,15,79,"“Se fosse tutto pieno il mio dimando”, rispuos’io lui, “voi non sareste ancora de l’umana natura posto in bando;","«Se il mio desiderio fosse stato pienamente esaudito» risposi, «voi sareste ancora vivo,"
Inferno,15,82,"ché ‘n la mente m’è fitta, e or m’accora, la cara e buona imagine paterna di voi quando nel mondo ad ora ad ora","perché nella memoria mi è impressa, ed ora mi commuove, la cara e buona immagine paterna che ho di voi, quando nel mondo nei nostri incontri"
Inferno,15,85,"m’insegnavate come l’uom s’etterna: e quant’io l’abbia in grado, mentr’io vivo convien che ne la mia lingua si scerna.","m’insegnavate come l’uomo si eterna [sulla terra con la fama]. E, quanto io abbia gradito questo insegnamento, sarà espresso chiaramente dalle mie parole finché vivrò."
Inferno,15,88,"Ciò che narrate di mio corso scrivo, e serbolo a chiosar con altro testo a donna che saprà, s’a lei arrivo.","Scrivo nella mia memoria ciò che m’avete detto del mio futuro e lo conservo con l’altra predizione , per farmelo spiegare da una donna che saprà farlo, se arrivo fino a lei."
Inferno,15,91,"Tanto vogl’io che vi sia manifesto, pur che mia coscienza non mi garra, che a la Fortuna, come vuol, son presto.","Voglio soltanto che vi sia chiaro, purché la mia coscienza non mi rimorda, che ai colpi della Fortuna, quali che siano, io son pronto."
Inferno,15,94,"Non è nuova a li orecchi miei tal arra: però giri Fortuna la sua rota come le piace, e ‘l villan la sua marra”.","Non è nuovo per le mie orecchie questo anticipo di sventura. Perciò la Fortuna giri pure la sua ruota, come le piace, ed il contadino giri pure la sua zappa.»"
Inferno,15,97,"Lo mio maestro allora in su la gota destra si volse in dietro, e riguardommi; poi disse: “Bene ascolta chi la nota”.","Allora il mio maestro si volse indietro con la guancia destra, mi guardò, poi disse: «Ascolta con profitto chi annota [nella memoria] ciò [che ha udito]»."
Inferno,15,100,"Né per tanto di men parlando vommi con ser Brunetto, e dimando chi sono li suoi compagni più noti e più sommi.",Per questo intervento non smetto di parlare con ser Brunetto e domando chi sono i suoi compagni più conosciuti e più grandi.
Inferno,15,103,"Ed elli a me: “Saper d’alcuno è buono; de li altri fia laudabile tacerci, ché ‘l tempo sarìa corto a tanto suono.","Ed egli a me: «È bene che tu sappia di qualcuno, ma è meglio che taccia degli altri, perché il tempo sarebbe troppo breve per nominarli."
Inferno,15,106,"In somma sappi che tutti fur cherci e litterati grandi e di gran fama, d’un peccato medesmo al mondo lerci.","Insomma sappi che tutti furono chierici e letterati grandi e di gran fama, e si sono macchiati in vita dello stesso peccato."
Inferno,15,109,"Priscian sen va con quella turba grama, e Francesco d’Accorso anche; e vedervi, s’avessi avuto di tal tigna brama,","Con quella turba disgraziata se ne va il grammatico Prisciano ed anche il giurista Francesco d’Accorso; e, se tu avessi avuto desiderio di tale sozzura,"
Inferno,15,112,"colui potei che dal servo de’ servi fu trasmutato d’Arno in Bacchiglione, dove lasciò li mal protesi nervi.","potevi veder colui , che dal servo dei servi fu trasferito dal vescovado di Firenze a quello di Vicenza, dove, morendo, lasciò le sue energie, così malamente spese."
Inferno,15,115,"Di più direi; ma ‘l venire e ‘l sermone più lungo esser non può, però ch’i’ veggio là surger nuovo fummo del sabbione.","Ti direi di più, ma non posso venir con te e parlarti più a lungo, perché vedo là una nuova nuvola sorgere dal sabbione."
Inferno,15,118,"Gente vien con la quale esser non deggio. Sieti raccomandato il mio Tesoro nel qual io vivo ancora, e più non cheggio”.","Vien gente con la quale non devo essere. Ti raccomando il mio Tesoro, nel quale io vivo ancora, e non ti chiedo altro»."
Inferno,15,121,"Poi si rivolse, e parve di coloro che corrono a Verona il drappo verde per la campagna; e parve di costoro",Poi si volse [per raggiungere la sua schiera] e parve uno di quelli che a Verona corrono in campagna per vincere il palio verde; e parve di costoro
Inferno,15,124,"quelli che vince, non colui che perde.","colui che vince, non colui che perde."
Inferno,19,1,"O Simon mago, o miseri seguaci che le cose di Dio, che di bontate deon essere spose, e voi rapaci","O mago Simone, o voi, miserabili suoi seguaci, che le cose di Dio, le quali devon esser date come spose ai buoni, voi rapaci per oro e per argento date in adulterio,"
Inferno,19,4,"per oro e per argento avolterate, or convien che per voi suoni la tromba, però che ne la terza bolgia state.","ora per voi suonerà la tromba del mio canto, perché state nella terza bolgia."
Inferno,19,7,"Già eravamo, a la seguente tomba, montati de lo scoglio in quella parte ch’a punto sovra mezzo ‘l fosso piomba.","Nella bolgia seguente, eravamo già saliti in quella parte dello scoglio-ponticello, che sovrasta a perpendìcolo il mezzo della fossa."
Inferno,19,10,"O somma sapienza, quanta è l’arte che mostri in cielo, in terra e nel mal mondo, e quanto giusto tua virtù comparte!","O somma sapienza, quant’è grande l’arte che mostri in cielo, in terra e nel mondo dei malvagi, e con quanta giustizia la tua potenza distribuisce premi e castighi!"
Inferno,19,13,"Io vidi per le coste e per lo fondo piena la pietra livida di fóri, d’un largo tutti e ciascun era tondo.","Per le pareti scoscese e per il fondo della bolgia io vidi la pietra livida piena di fori, tutti ugualmente larghi e circolari."
Inferno,19,16,"Non mi parean men ampi né maggiori che que’ che son nel mio bel San Giovanni, fatti per loco d’i battezzatori;","Non mi apparivano più piccoli né più grandi di quelli che si trovano nel mio bel battistero di san Giovanni, destinati alla funzione di battezzatoi,"
Inferno,19,19,"l’un de li quali, ancor non è molt’anni, rupp’io per un che dentro v’annegava: e questo sia suggel ch’ogn’omo sganni.","uno dei quali, non molti anni or sono, io ruppi per salvare un tale che vi stava annegando dentro: e questa sia l’interpretazione definitiva, che smentisca ogni altra interpretazione."
Inferno,19,22,"Fuor de la bocca a ciascun soperchiava d’un peccator li piedi e de le gambe infino al grosso, e l’altro dentro stava.","Dall’apertura di ciascun foro sporgevano i piedi e le gambe di un peccatore sino ai polpacci, il resto del corpo rimaneva dentro."
Inferno,19,25,"Le piante erano a tutti accese intrambe; per che sì forte guizzavan le giunte, che spezzate averien ritorte e strambe.","Tutti [i dannati] avevano le piante dei piedi accese, perciò le giunture guizzavano così forte, che avrebbero spezzato legami di vimini attorti e corde di erbe intrecciate."
Inferno,19,28,"Qual suole il fiammeggiar de le cose unte muoversi pur su per la strema buccia, tal era lì dai calcagni a le punte.","Le fiamme si muovevano dai calcagni alle punte dei piedi, come il fiammeggiare delle cose unte si muove soltanto sulla loro superficie."
Inferno,19,31,"“Chi è colui, maestro, che si cruccia guizzando più che li altri suoi consorti”, diss’io, “e cui più roggia fiamma succia?”.","«O maestro, chi è colui che soffre tormenti più degli altri suoi compagni» dissi, «e che è lambìto da una fiamma più rossa?»"
Inferno,19,34,"Ed elli a me: “Se tu vuo’ ch’i’ ti porti là giù per quella ripa che più giace, da lui saprai di sé e de’ suoi torti”.","Ed egli a me: «Se vuoi che ti porti laggiù seguendo la strada meno ripida, saprai da lui il nome e le colpe»."
Inferno,19,37,"E io: “Tanto m’è bel, quanto a te piace: tu se’ segnore, e sai ch’i’ non mi parto dal tuo volere, e sai quel che si tace”.","Ed io: «Tanto mi piace [andar giù] quanto piace a te: tu sei il mio signore, sai che non mi allontano da quel che tu vuoi e sai anche quel che io lascio inespresso»."
Inferno,19,40,Allor venimmo in su l’argine quarto: volgemmo e discendemmo a mano stanca là giù nel fondo foracchiato e arto.,"Allora venimmo sul quarto argine, volgemmo e discendemmo laggiù, a sinistra, nel fondo pieno di buche e stretto."
Inferno,19,43,"Lo buon maestro ancor de la sua anca non mi dipuose, sì mi giunse al rotto di quel che si piangeva con la zanca.","Il buon maestro non mi depose dalle sue anche, finché non giunse vicino al pozzetto di quel dannato, che piangeva con le gambe."
Inferno,19,46,"“O qual che se’ che ‘l di sù tien di sotto, anima trista come pal commessa”, comincia’ io a dir, “se puoi, fa motto”.","«Chiunque tu sia, o anima trista, conficcata come un palo [nel terreno], che hai in basso quel che va in alto» io cominciai a dire, «parla, se puoi.»"
Inferno,19,49,"Io stava come ‘l frate che confessa lo perfido assessin, che, poi ch’è fitto, richiama lui, per che la morte cessa.","Io stavo in attesa come il frate che confessa il perfido assassino, il quale, dopo che è capovolto, lo richiama per ritardare ancora un po’ la morte."
Inferno,19,52,"Ed el gridò: “Se’ tu già costì ritto, se’ tu già costì ritto, Bonifazio? Di parecchi anni mi mentì lo scritto.","Ed egli gridò: «Sei tu già qui in piedi, sei tu già qui in piedi, o Bonifacio? Di parecchi anni mi mentì la mia conoscenza del futuro."
Inferno,19,55,"Se’ tu sì tosto di quell’aver sazio per lo qual non temesti tòrre a ‘nganno la bella donna, e poi di farne strazio?”.","Ti sei saziato così presto di quella ricchezza, per la quale non temesti di prender con l’inganno la bella donna e poi di farne strazio?»."
Inferno,19,58,"Tal mi fec’io, quai son color che stanno, per non intender ciò ch’è lor risposto, quasi scornati, e risponder non sanno.","Io mi feci come colui che, non comprendendo ciò che gli vien risposto, resta come scornato e non sa rispondere."
Inferno,19,61,"Allor Virgilio disse: «Dilli tosto: “Non son colui, non son colui che credi»”; e io rispuosi come a me fu imposto.","Allora Virgilio disse: «Digli sùbito: “Non son colui, non son colui che credi!”». Io risposi come mi fu detto."
Inferno,19,64,"Per che lo spirto tutti storse i piedi; poi, sospirando e con voce di pianto, mi disse: “Dunque che a me richiedi?","Perciò lo spirito storse completamente i piedi; poi, sospirando e con voce di pianto, mi disse: «E allora che cosa vuoi?"
